oid,description
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.3.16,The phases associated with this outlet For single phase devices this object will always return phase11 For 3phase devices this object will return phase1 1 phase2 2 or phase3 3 for outlets tied to a single phase For outlets tied to two phases this object will return phase12 4 for phases 1 and 2 phase23 5 for phases 2 and 3 and phase31 6 for phases 3 and 1
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.3.17,The phases associated with this outlet For single phase devices this object will always return phase11 For 3phase devices this object will return phase1 1 phase2 2 or phase3 3 for outlets tied to a single phase For outlets tied to two phases this object will return phase12 4 for phases 1 and 2 phase23 5 for phases 2 and 3 and phase31 6 for phases 3 and 1
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.3.18,The phases associated with this outlet For single phase devices this object will always return phase11 For 3phase devices this object will return phase1 1 phase2 2 or phase3 3 for outlets tied to a single phase For outlets tied to two phases this object will return phase12 4 for phases 1 and 2 phase23 5 for phases 2 and 3 and phase31 6 for phases 3 and 1
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.3.19,The phases associated with this outlet For single phase devices this object will always return phase11 For 3phase devices this object will return phase1 1 phase2 2 or phase3 3 for outlets tied to a single phase For outlets tied to two phases this object will return phase12 4 for phases 1 and 2 phase23 5 for phases 2 and 3 and phase31 6 for phases 3 and 1
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.3.20,The phases associated with this outlet For single phase devices this object will always return phase11 For 3phase devices this object will return phase1 1 phase2 2 or phase3 3 for outlets tied to a single phase For outlets tied to two phases this object will return phase12 4 for phases 1 and 2 phase23 5 for phases 2 and 3 and phase31 6 for phases 3 and 1
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.3.21,The phases associated with this outlet For single phase devices this object will always return phase11 For 3phase devices this object will return phase1 1 phase2 2 or phase3 3 for outlets tied to a single phase For outlets tied to two phases this object will return phase12 4 for phases 1 and 2 phase23 5 for phases 2 and 3 and phase31 6 for phases 3 and 1
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.3.22,The phases associated with this outlet For single phase devices this object will always return phase11 For 3phase devices this object will return phase1 1 phase2 2 or phase3 3 for outlets tied to a single phase For outlets tied to two phases this object will return phase12 4 for phases 1 and 2 phase23 5 for phases 2 and 3 and phase31 6 for phases 3 and 1
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.3.23,The phases associated with this outlet For single phase devices this object will always return phase11 For 3phase devices this object will return phase1 1 phase2 2 or phase3 3 for outlets tied to a single phase For outlets tied to two phases this object will return phase12 4 for phases 1 and 2 phase23 5 for phases 2 and 3 and phase31 6 for phases 3 and 1
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.3.24,The phases associated with this outlet For single phase devices this object will always return phase11 For 3phase devices this object will return phase1 1 phase2 2 or phase3 3 for outlets tied to a single phase For outlets tied to two phases this object will return phase12 4 for phases 1 and 2 phase23 5 for phases 2 and 3 and phase31 6 for phases 3 and 1
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.1,Getting this variable will return the outlet state If the outlet is on the immediateOn 1 value will be returned If the outlet is off the immediateOff 2 value will be returned Setting this variable to immediateOn 1 will immediately turn the outlet on Setting this variable to immediateOff 2 will immediately turn the outlet off Setting this variable to immediateReboot 3 will immediately reboot the outlet Setting this variable to delayedOn 4 will turn the outlet on after the rPDUOutletConfigPowerOnTime OID time has elapsed Setting this variable to delayedOff 5 will turn the outlet off after the rPDUOutletConfigPowerOffTime OID time has elapsed Setting this variable to delayedReboot 6 will cause the Switched Rack PDU to perform a delayedOff command wait the rPDUOutletConfigRebootDuration OID time and then perform a delayedOn command Setting this variable to cancelPendingCommand 7 will cause any pending command to this outlet to be canceled
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.2,Getting this variable will return the outlet state If the outlet is on the immediateOn 1 value will be returned If the outlet is off the immediateOff 2 value will be returned Setting this variable to immediateOn 1 will immediately turn the outlet on Setting this variable to immediateOff 2 will immediately turn the outlet off Setting this variable to immediateReboot 3 will immediately reboot the outlet Setting this variable to delayedOn 4 will turn the outlet on after the rPDUOutletConfigPowerOnTime OID time has elapsed Setting this variable to delayedOff 5 will turn the outlet off after the rPDUOutletConfigPowerOffTime OID time has elapsed Setting this variable to delayedReboot 6 will cause the Switched Rack PDU to perform a delayedOff command wait the rPDUOutletConfigRebootDuration OID time and then perform a delayedOn command Setting this variable to cancelPendingCommand 7 will cause any pending command to this outlet to be canceled
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.3,Getting this variable will return the outlet state If the outlet is on the immediateOn 1 value will be returned If the outlet is off the immediateOff 2 value will be returned Setting this variable to immediateOn 1 will immediately turn the outlet on Setting this variable to immediateOff 2 will immediately turn the outlet off Setting this variable to immediateReboot 3 will immediately reboot the outlet Setting this variable to delayedOn 4 will turn the outlet on after the rPDUOutletConfigPowerOnTime OID time has elapsed Setting this variable to delayedOff 5 will turn the outlet off after the rPDUOutletConfigPowerOffTime OID time has elapsed Setting this variable to delayedReboot 6 will cause the Switched Rack PDU to perform a delayedOff command wait the rPDUOutletConfigRebootDuration OID time and then perform a delayedOn command Setting this variable to cancelPendingCommand 7 will cause any pending command to this outlet to be canceled
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.4,Getting this variable will return the outlet state If the outlet is on the immediateOn 1 value will be returned If the outlet is off the immediateOff 2 value will be returned Setting this variable to immediateOn 1 will immediately turn the outlet on Setting this variable to immediateOff 2 will immediately turn the outlet off Setting this variable to immediateReboot 3 will immediately reboot the outlet Setting this variable to delayedOn 4 will turn the outlet on after the rPDUOutletConfigPowerOnTime OID time has elapsed Setting this variable to delayedOff 5 will turn the outlet off after the rPDUOutletConfigPowerOffTime OID time has elapsed Setting this variable to delayedReboot 6 will cause the Switched Rack PDU to perform a delayedOff command wait the rPDUOutletConfigRebootDuration OID time and then perform a delayedOn command Setting this variable to cancelPendingCommand 7 will cause any pending command to this outlet to be canceled
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.5,Getting this variable will return the outlet state If the outlet is on the immediateOn 1 value will be returned If the outlet is off the immediateOff 2 value will be returned Setting this variable to immediateOn 1 will immediately turn the outlet on Setting this variable to immediateOff 2 will immediately turn the outlet off Setting this variable to immediateReboot 3 will immediately reboot the outlet Setting this variable to delayedOn 4 will turn the outlet on after the rPDUOutletConfigPowerOnTime OID time has elapsed Setting this variable to delayedOff 5 will turn the outlet off after the rPDUOutletConfigPowerOffTime OID time has elapsed Setting this variable to delayedReboot 6 will cause the Switched Rack PDU to perform a delayedOff command wait the rPDUOutletConfigRebootDuration OID time and then perform a delayedOn command Setting this variable to cancelPendingCommand 7 will cause any pending command to this outlet to be canceled
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.6,Getting this variable will return the outlet state If the outlet is on the immediateOn 1 value will be returned If the outlet is off the immediateOff 2 value will be returned Setting this variable to immediateOn 1 will immediately turn the outlet on Setting this variable to immediateOff 2 will immediately turn the outlet off Setting this variable to immediateReboot 3 will immediately reboot the outlet Setting this variable to delayedOn 4 will turn the outlet on after the rPDUOutletConfigPowerOnTime OID time has elapsed Setting this variable to delayedOff 5 will turn the outlet off after the rPDUOutletConfigPowerOffTime OID time has elapsed Setting this variable to delayedReboot 6 will cause the Switched Rack PDU to perform a delayedOff command wait the rPDUOutletConfigRebootDuration OID time and then perform a delayedOn command Setting this variable to cancelPendingCommand 7 will cause any pending command to this outlet to be canceled
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.7,Getting this variable will return the outlet state If the outlet is on the immediateOn 1 value will be returned If the outlet is off the immediateOff 2 value will be returned Setting this variable to immediateOn 1 will immediately turn the outlet on Setting this variable to immediateOff 2 will immediately turn the outlet off Setting this variable to immediateReboot 3 will immediately reboot the outlet Setting this variable to delayedOn 4 will turn the outlet on after the rPDUOutletConfigPowerOnTime OID time has elapsed Setting this variable to delayedOff 5 will turn the outlet off after the rPDUOutletConfigPowerOffTime OID time has elapsed Setting this variable to delayedReboot 6 will cause the Switched Rack PDU to perform a delayedOff command wait the rPDUOutletConfigRebootDuration OID time and then perform a delayedOn command Setting this variable to cancelPendingCommand 7 will cause any pending command to this outlet to be canceled
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.8,Getting this variable will return the outlet state If the outlet is on the immediateOn 1 value will be returned If the outlet is off the immediateOff 2 value will be returned Setting this variable to immediateOn 1 will immediately turn the outlet on Setting this variable to immediateOff 2 will immediately turn the outlet off Setting this variable to immediateReboot 3 will immediately reboot the outlet Setting this variable to delayedOn 4 will turn the outlet on after the rPDUOutletConfigPowerOnTime OID time has elapsed Setting this variable to delayedOff 5 will turn the outlet off after the rPDUOutletConfigPowerOffTime OID time has elapsed Setting this variable to delayedReboot 6 will cause the Switched Rack PDU to perform a delayedOff command wait the rPDUOutletConfigRebootDuration OID time and then perform a delayedOn command Setting this variable to cancelPendingCommand 7 will cause any pending command to this outlet to be canceled
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.9,Getting this variable will return the outlet state If the outlet is on the immediateOn 1 value will be returned If the outlet is off the immediateOff 2 value will be returned Setting this variable to immediateOn 1 will immediately turn the outlet on Setting this variable to immediateOff 2 will immediately turn the outlet off Setting this variable to immediateReboot 3 will immediately reboot the outlet Setting this variable to delayedOn 4 will turn the outlet on after the rPDUOutletConfigPowerOnTime OID time has elapsed Setting this variable to delayedOff 5 will turn the outlet off after the rPDUOutletConfigPowerOffTime OID time has elapsed Setting this variable to delayedReboot 6 will cause the Switched Rack PDU to perform a delayedOff command wait the rPDUOutletConfigRebootDuration OID time and then perform a delayedOn command Setting this variable to cancelPendingCommand 7 will cause any pending command to this outlet to be canceled
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.10,Getting this variable will return the outlet state If the outlet is on the immediateOn 1 value will be returned If the outlet is off the immediateOff 2 value will be returned Setting this variable to immediateOn 1 will immediately turn the outlet on Setting this variable to immediateOff 2 will immediately turn the outlet off Setting this variable to immediateReboot 3 will immediately reboot the outlet Setting this variable to delayedOn 4 will turn the outlet on after the rPDUOutletConfigPowerOnTime OID time has elapsed Setting this variable to delayedOff 5 will turn the outlet off after the rPDUOutletConfigPowerOffTime OID time has elapsed Setting this variable to delayedReboot 6 will cause the Switched Rack PDU to perform a delayedOff command wait the rPDUOutletConfigRebootDuration OID time and then perform a delayedOn command Setting this variable to cancelPendingCommand 7 will cause any pending command to this outlet to be canceled
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.11,Getting this variable will return the outlet state If the outlet is on the immediateOn 1 value will be returned If the outlet is off the immediateOff 2 value will be returned Setting this variable to immediateOn 1 will immediately turn the outlet on Setting this variable to immediateOff 2 will immediately turn the outlet off Setting this variable to immediateReboot 3 will immediately reboot the outlet Setting this variable to delayedOn 4 will turn the outlet on after the rPDUOutletConfigPowerOnTime OID time has elapsed Setting this variable to delayedOff 5 will turn the outlet off after the rPDUOutletConfigPowerOffTime OID time has elapsed Setting this variable to delayedReboot 6 will cause the Switched Rack PDU to perform a delayedOff command wait the rPDUOutletConfigRebootDuration OID time and then perform a delayedOn command Setting this variable to cancelPendingCommand 7 will cause any pending command to this outlet to be canceled
.1.3.6.1.4.1.318.1.1.12.3.3.1.1.4.12,Getting this variable will return the outlet state If the outlet is on the immediateOn 1 value will be returned If the outlet is off the immediateOff 2 value will be returned Setting this variable to immediateOn 1 will immediately turn the outlet on Setting this variable to immediateOff 2 will immediately turn the outlet off Setting this variable to immediateReboot 3 will immediately reboot the outlet Setting this variable to delayedOn 4 will turn the outlet on after the rPDUOutletConfigPowerOnTime OID time has elapsed Setting this variable to delayedOff 5 will turn the outlet off after the rPDUOutletConfigPowerOffTime OID time has elapsed Setting this variable to delayedReboot 6 will cause the Switched Rack PDU to perform a delayedOff command wait the rPDUOutletConfigRebootDuration OID time and then perform a delayedOn command Setting this variable to cancelPendingCommand 7 will cause any pending command to this outlet to be canceled
